flight_id,route,origin,destination,departure_datetime,booking_date,t,days_to_departure,day_of_week,is_weekend,season,route_type,seat_capacity,remaining_seats,price,competitor_price,search_demand_idx,bookings_made,revenue,cumulative_bookings,sold_out_flag
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-17,29,61,1,False,normal,business,180,34,3500.0,6552.408748915739,5.3999999999999995,7,24500.0,146,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-18,30,60,2,False,normal,business,180,31,5500.0,4550.0,2.845312731323093,3,16500.0,149,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-19,31,59,3,False,normal,business,180,25,5500.0,5607.753457007487,4.489249647530524,6,33000.0,155,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-20,32,58,4,False,normal,business,180,21,5500.0,6897.082296392082,6.477781566594167,4,22000.0,159,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-21,33,57,5,True,normal,business,180,12,5500.0,6877.382261160849,7.737906586418864,9,49500.0,168,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-22,34,56,6,True,normal,business,180,9,5500.0,5375.166956510234,4.948719702915372,3,16500.0,171,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-23,35,55,0,False,normal,business,180,4,5500.0,6654.486849237242,6.111885878290142,5,27500.0,176,False
FL00061,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-16,2024-12-24,36,54,1,False,normal,business,180,0,5500.0,7496.847044726461,7.35935209543629,4,22000.0,180,True
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-13,0,90,6,True,normal,business,180,170,3500.0,7257.646135016126,6.479999999999999,10,35000.0,10,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-14,1,89,0,False,normal,business,180,159,3500.0,6407.096357661414,5.352531544669261,11,38500.0,21,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-15,2,88,1,False,normal,business,180,158,3500.0,6043.723094508815,5.012234193602785,1,3500.0,22,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-16,3,87,2,False,normal,business,180,149,3500.0,5886.3891277738585,4.859444749793982,9,31500.0,31,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-17,4,86,3,False,normal,business,180,144,3500.0,6956.124288336916,5.3999999999999995,5,17500.0,36,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-18,5,85,4,False,normal,business,180,142,3500.0,6690.226373814316,5.3999999999999995,2,7000.0,38,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-19,6,84,5,True,normal,business,180,138,3500.0,7113.668905949646,6.479999999999999,4,14000.0,42,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-20,7,83,6,True,normal,business,180,133,3500.0,6628.576967793123,6.479999999999999,5,17500.0,47,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-21,8,82,0,False,normal,business,180,129,3500.0,7298.294851588756,5.3999999999999995,4,14000.0,51,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-22,9,81,1,False,normal,business,180,124,3500.0,6592.227719633757,5.3999999999999995,5,17500.0,56,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-23,10,80,2,False,normal,business,180,121,3500.0,7265.0714982283935,5.3999999999999995,3,10500.0,59,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-24,11,79,3,False,normal,business,180,119,3500.0,7349.052201107474,5.3999999999999995,2,7000.0,61,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-25,12,78,4,False,normal,business,180,108,3500.0,5715.586535530807,4.6897863253028715,11,38500.0,72,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-26,13,77,5,True,normal,business,180,106,3500.0,4737.059554301022,4.369811339030046,2,7000.0,74,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-27,14,76,6,True,normal,business,180,104,3500.0,8004.9055346141895,6.479999999999999,2,7000.0,76,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-28,15,75,0,False,normal,business,180,99,3500.0,6750.242262444455,5.3999999999999995,5,17500.0,81,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-29,16,74,1,False,normal,business,180,97,3500.0,4828.376251891282,3.744714872384339,2,7000.0,83,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-30,17,73,2,False,normal,business,180,92,3500.0,5804.025990211757,4.778128007188108,5,17500.0,88,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-10-31,18,72,3,False,normal,business,180,86,3500.0,7252.577435060583,5.3999999999999995,6,21000.0,94,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-01,19,71,4,False,normal,business,180,77,3500.0,6227.31508964543,5.186340161601989,9,31500.0,103,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-02,20,70,5,True,normal,business,180,73,3500.0,6000.740116163852,5.964987771763178,4,14000.0,107,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-03,21,69,6,True,normal,business,180,68,3500.0,7865.859813805143,6.479999999999999,5,17500.0,112,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-04,22,68,0,False,normal,business,180,65,3500.0,5478.895032275785,4.448105797942691,3,10500.0,115,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-05,23,67,1,False,normal,business,180,61,3500.0,5721.800476189037,4.696028178275821,4,14000.0,119,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-06,24,66,2,False,normal,business,180,56,3500.0,6706.101813172061,5.3999999999999995,5,17500.0,124,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-07,25,65,3,False,normal,business,180,48,3500.0,6880.693558752535,5.3999999999999995,8,28000.0,132,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-08,26,64,4,False,normal,business,180,40,3500.0,6983.934458482213,5.3999999999999995,8,28000.0,140,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-09,27,63,5,True,normal,business,180,36,3500.0,7388.457093454723,6.479999999999999,4,14000.0,144,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-10,28,62,6,True,normal,business,180,30,3500.0,6693.614155164479,6.479999999999999,6,21000.0,150,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-11,29,61,0,False,normal,business,180,24,3500.0,6977.149340464949,5.3999999999999995,6,21000.0,156,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-12,30,60,1,False,normal,business,180,19,5500.0,6247.270972167794,5.487575694613337,5,27500.0,161,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-13,31,59,2,False,normal,business,180,15,5500.0,6561.130845655796,5.969810258298981,4,22000.0,165,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-14,32,58,3,False,normal,business,180,11,5500.0,6604.845825552294,6.036422475685964,4,22000.0,169,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-15,33,57,4,False,normal,business,180,3,5500.0,6709.72068242356,6.195621891235733,8,44000.0,177,False
FL00062,Bangalore-Delhi,Bangalore,Delhi,2025-01-11,2024-11-16,34,56,5,True,normal,business,180,0,5500.0,7253.226312393191,8.406544123683867,3,16500.0,180,True
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-20,0,90,6,True,normal,business,180,173,3500.0,7041.26703989621,6.479999999999999,7,24500.0,7,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-21,1,89,0,False,normal,business,180,168,3500.0,6543.111577827679,5.3999999999999995,5,17500.0,12,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-22,2,88,1,False,normal,business,180,163,3500.0,5711.102164682486,4.685278541495497,5,17500.0,17,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-23,3,87,2,False,normal,business,180,157,3500.0,6565.979476611143,5.3999999999999995,6,21000.0,23,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-24,4,86,3,False,normal,business,180,151,3500.0,6472.682659726649,5.3999999999999995,6,21000.0,29,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-25,5,85,4,False,normal,business,180,147,3500.0,6688.352040317869,5.3999999999999995,4,14000.0,33,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-26,6,84,5,True,normal,business,180,139,3500.0,8450.0,6.479999999999999,8,28000.0,41,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-27,7,83,6,True,normal,business,180,134,3500.0,5989.321540922296,5.951736601621897,5,17500.0,46,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-28,8,82,0,False,normal,business,180,129,3500.0,6911.7317936472255,5.3999999999999995,5,17500.0,51,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-29,9,81,1,False,normal,business,180,124,3500.0,7541.750515563192,5.3999999999999995,5,17500.0,56,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-30,10,80,2,False,normal,business,180,120,3500.0,6595.551866246898,5.3999999999999995,4,14000.0,60,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-10-31,11,79,3,False,normal,business,180,114,3500.0,8450.0,5.3999999999999995,6,21000.0,66,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-01,12,78,4,False,normal,business,180,108,3500.0,6131.41169056181,5.095950364980774,6,21000.0,72,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-02,13,77,5,True,normal,business,180,98,3500.0,6815.986991762046,6.479999999999999,10,35000.0,82,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-03,14,76,6,True,normal,business,180,92,3500.0,5721.164398729342,5.634467382486943,6,21000.0,88,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-04,15,75,0,False,normal,business,180,85,3500.0,6157.263383235289,5.12043565668894,7,24500.0,95,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-05,16,74,1,False,normal,business,180,81,3500.0,6742.710562636741,5.3999999999999995,4,14000.0,99,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-06,17,73,2,False,normal,business,180,73,3500.0,7325.146460750036,5.3999999999999995,8,28000.0,107,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-07,18,72,3,False,normal,business,180,71,3500.0,6811.1174631729855,5.3999999999999995,2,7000.0,109,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-08,19,71,4,False,normal,business,180,64,3500.0,7727.636978101367,5.3999999999999995,7,24500.0,116,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-09,20,70,5,True,normal,business,180,57,3500.0,6407.408822172145,6.423380074951806,7,24500.0,123,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-10,21,69,6,True,normal,business,180,56,3500.0,6176.13568340697,6.165905414177076,1,3500.0,124,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-11,22,68,0,False,normal,business,180,53,3500.0,8450.0,5.3999999999999995,3,10500.0,127,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-12,23,67,1,False,normal,business,180,47,3500.0,6884.3817082059795,5.3999999999999995,6,21000.0,133,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-13,24,66,2,False,normal,business,180,43,3500.0,5798.505492670915,4.772644741276647,4,14000.0,137,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-14,25,65,3,False,normal,business,180,38,3500.0,5823.092831808133,4.797034428280267,5,17500.0,142,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-15,26,64,4,False,normal,business,180,32,3500.0,5580.887083331942,4.553186579141073,6,21000.0,148,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-16,27,63,5,True,normal,business,180,21,3500.0,7413.155121960368,6.479999999999999,11,38500.0,159,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-17,28,62,6,True,normal,business,180,18,3500.0,6144.732139429089,6.13029339616812,3,10500.0,162,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-18,29,61,0,False,normal,business,180,15,3500.0,6624.178413765074,5.3999999999999995,3,10500.0,165,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-19,30,60,1,False,normal,business,180,11,5500.0,6438.079042422688,5.781546586924562,4,22000.0,169,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-20,31,59,2,False,normal,business,180,6,5500.0,7213.205097742411,6.9467540166449995,5,27500.0,174,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-21,32,58,3,False,normal,business,180,4,5500.0,5674.42450943808,4.59391604563442,2,11000.0,176,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-22,33,57,4,False,normal,business,180,1,5500.0,5451.31702101056,4.243525480771478,3,16500.0,179,False
FL00063,Delhi-Chennai,Delhi,Chennai,2025-01-18,2024-11-23,34,56,5,True,normal,business,180,0,5500.0,6718.689874502054,7.4510354205051215,1,5500.0,180,True
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-11-26,0,90,1,False,normal,business,180,175,3500.0,7085.935302582399,5.3999999999999995,5,17500.0,5,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-11-27,1,89,2,False,normal,business,180,170,3500.0,6824.2190052702,5.3999999999999995,5,17500.0,10,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-11-28,2,88,3,False,normal,business,180,164,3500.0,5710.782614130106,4.684957217930314,6,21000.0,16,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-11-29,3,87,4,False,normal,business,180,153,3500.0,7160.547721039109,5.3999999999999995,11,38500.0,27,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-11-30,4,86,5,True,normal,business,180,144,3500.0,5774.735596081757,5.69878541925506,9,31500.0,36,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-01,5,85,6,True,normal,business,180,137,3500.0,5991.4998213332765,5.954266101254956,7,24500.0,43,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-02,6,84,0,False,normal,business,180,133,3500.0,5579.645313396049,4.551915758717539,4,14000.0,47,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-03,7,83,1,False,normal,business,180,125,3500.0,7768.62938993573,5.3999999999999995,8,28000.0,55,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-04,8,82,2,False,normal,business,180,118,3500.0,7117.5860025016655,5.3999999999999995,7,24500.0,62,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-05,9,81,3,False,normal,business,180,114,3500.0,7089.868541286902,5.3999999999999995,4,14000.0,66,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-06,10,80,4,False,normal,business,180,108,3500.0,7716.031135613889,5.3999999999999995,6,21000.0,72,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-07,11,79,5,True,normal,business,180,103,3500.0,8450.0,6.479999999999999,5,17500.0,77,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-08,12,78,6,True,normal,business,180,99,3500.0,4833.504548687599,4.500575232874331,4,14000.0,81,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-09,13,77,0,False,normal,business,180,97,3500.0,5780.082833644819,4.754316361316233,2,7000.0,83,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-10,14,76,1,False,normal,business,180,91,3500.0,5899.229292929839,4.872039026462827,6,21000.0,89,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-11,15,75,2,False,normal,business,180,81,3500.0,5670.450868176875,4.64428988489717,10,35000.0,99,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-12,16,74,3,False,normal,business,180,77,3500.0,5449.35633358638,4.41740686118368,4,14000.0,103,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-13,17,73,4,False,normal,business,180,75,3500.0,6207.838262546018,5.168081438051597,2,7000.0,105,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-14,18,72,5,True,normal,business,180,68,3500.0,5313.81137759283,5.130011481766677,7,24500.0,112,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-15,19,71,6,True,normal,business,180,60,3500.0,6826.6663083489775,6.479999999999999,8,28000.0,120,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-16,20,70,0,False,normal,business,180,56,3500.0,6550.405863392899,5.3999999999999995,4,14000.0,124,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-17,21,69,1,False,normal,business,180,47,3500.0,6969.0029481445645,5.3999999999999995,9,31500.0,133,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-18,22,68,2,False,normal,business,180,42,3500.0,6995.035240347296,5.3999999999999995,5,17500.0,138,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-19,23,67,3,False,normal,business,180,36,3500.0,7087.931682091009,5.3999999999999995,6,21000.0,144,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-20,24,66,4,False,normal,business,180,31,3500.0,6135.926286596715,5.100232732428427,5,17500.0,149,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-21,25,65,5,True,normal,business,180,20,3500.0,8450.0,6.479999999999999,11,38500.0,160,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-22,26,64,6,True,normal,business,180,12,3500.0,6728.570338570045,6.479999999999999,8,28000.0,168,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-23,27,63,0,False,normal,business,180,7,3500.0,4684.077366190825,3.5811490641658645,5,17500.0,173,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-24,28,62,1,False,normal,business,180,5,3500.0,5522.683647877938,4.493394806039908,2,7000.0,175,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-25,29,61,2,False,normal,business,180,2,3500.0,4803.00958569788,3.7161518578792556,3,10500.0,178,False
FL00064,Kolkata-Mumbai,Kolkata,Mumbai,2025-02-24,2024-12-26,30,60,3,False,normal,business,180,0,5500.0,6516.901263422525,5.902267663710785,2,11000.0,180,True
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-11-30,0,90,5,True,normal,business,180,167,3500.0,6381.239906547999,6.394666492378113,13,45500.0,13,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-01,1,89,6,True,normal,business,180,162,3500.0,6043.284944548029,6.014175978627357,5,17500.0,18,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-02,2,88,0,False,normal,business,180,151,3500.0,8450.0,5.3999999999999995,11,38500.0,29,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-03,3,87,1,False,normal,business,180,143,3500.0,7035.258302224988,5.3999999999999995,8,28000.0,37,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-04,4,86,2,False,normal,business,180,139,3500.0,7207.945902410176,5.3999999999999995,4,14000.0,41,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-05,5,85,3,False,normal,business,180,132,3500.0,5592.20334925645,4.564757867239031,7,24500.0,48,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-06,6,84,4,False,normal,business,180,126,3500.0,5525.833730952263,4.4966427128303526,6,21000.0,54,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-07,7,83,5,True,normal,business,180,124,3500.0,6535.885361619531,6.479999999999999,2,7000.0,56,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-08,8,82,6,True,normal,business,180,118,3500.0,6668.68196116092,6.479999999999999,6,21000.0,62,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-09,9,81,0,False,normal,business,180,113,3500.0,4690.096222063405,3.588023626978508,5,17500.0,67,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-10,10,80,1,False,normal,business,180,101,3500.0,6324.200652721704,5.276425977528202,12,42000.0,79,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-11,11,79,2,False,normal,business,180,94,3500.0,6513.720280801666,5.3999999999999995,7,24500.0,86,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-12,12,78,3,False,normal,business,180,86,3500.0,6290.229563373149,5.244979078287955,8,28000.0,94,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-13,13,77,4,False,normal,business,180,76,3500.0,5706.94434796199,4.681096567414754,10,35000.0,104,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-14,14,76,5,True,normal,business,180,68,3500.0,5973.953197626888,5.933868573602547,8,28000.0,112,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-15,15,75,6,True,normal,business,180,65,3500.0,6327.562286266524,6.335435562867492,3,10500.0,115,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-16,16,74,0,False,normal,business,180,63,3500.0,6588.530023019797,5.3999999999999995,2,7000.0,117,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-17,17,73,1,False,normal,business,180,52,3500.0,7089.671792986805,5.3999999999999995,11,38500.0,128,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-18,18,72,2,False,normal,business,180,47,3500.0,7553.8347998271,5.3999999999999995,5,17500.0,133,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-19,19,71,3,False,normal,business,180,43,3500.0,6213.010969560932,5.17293551469316,4,14000.0,137,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-20,20,70,4,False,normal,business,180,42,3500.0,6055.247708787527,5.0232952876843004,1,3500.0,138,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-21,21,69,5,True,normal,business,180,36,3500.0,6926.714281695949,6.479999999999999,6,21000.0,144,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-22,22,68,6,True,normal,business,180,31,3500.0,7095.573793500584,6.479999999999999,5,17500.0,149,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-23,23,67,0,False,normal,business,180,26,3500.0,6076.654577572586,5.043794069394709,5,17500.0,154,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-24,24,66,1,False,normal,business,180,19,3500.0,7270.633640042019,5.3999999999999995,7,24500.0,161,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-25,25,65,2,False,normal,business,180,16,3500.0,7455.095707627073,5.3999999999999995,3,10500.0,164,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-26,26,64,3,False,normal,business,180,10,3500.0,7759.394304017206,5.3999999999999995,6,21000.0,170,False
FL00065,Mumbai-Delhi,Mumbai,Delhi,2025-02-28,2024-12-27,27,63,4,False,normal,business,180,0,3500.0,8233.862884051827,5.3999999999999995,10,35000.0,180,True
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-06,0,90,2,False,normal,business,180,174,3500.0,5655.244264807047,4.628899126661028,6,21000.0,6,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-07,1,89,3,False,normal,business,180,165,3500.0,6513.5507540991985,5.3999999999999995,9,31500.0,15,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-08,2,88,4,False,normal,business,180,155,3500.0,6510.995754203193,5.3999999999999995,10,35000.0,25,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-09,3,87,5,True,normal,business,180,146,3500.0,6404.378270680805,6.420060276905961,9,31500.0,34,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-10,4,86,6,True,normal,business,180,139,3500.0,5866.968653380117,5.808424572581038,7,24500.0,41,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-11,5,85,0,False,normal,business,180,136,3500.0,5051.577046849706,3.9924390907755187,3,10500.0,44,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-12,6,84,1,False,normal,business,180,127,3500.0,6590.362459878279,5.3999999999999995,9,31500.0,53,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-13,7,83,2,False,normal,business,180,119,3500.0,5750.853231940785,4.72514163901004,8,28000.0,61,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-14,8,82,3,False,normal,business,180,114,3500.0,6583.843643728934,5.3999999999999995,5,17500.0,66,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-15,9,81,4,False,normal,business,180,112,3500.0,5725.807546843617,4.700050457396338,2,7000.0,68,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-16,10,80,5,True,normal,business,180,108,3500.0,5427.833112801767,5.273955735149716,4,14000.0,72,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-17,11,79,6,True,normal,business,180,102,3500.0,6728.440901367475,6.479999999999999,6,21000.0,78,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-18,12,78,0,False,normal,business,180,96,3500.0,6647.148488636333,5.3999999999999995,6,21000.0,84,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-19,13,77,1,False,normal,business,180,91,3500.0,7064.79992203791,5.3999999999999995,5,17500.0,89,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-20,14,76,2,False,normal,business,180,90,3500.0,8450.0,5.3999999999999995,1,3500.0,90,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-21,15,75,3,False,normal,business,180,84,3500.0,6770.357292930575,5.3999999999999995,6,21000.0,96,False
FL00066,Delhi-Chennai,Delhi,Chennai,2025-02-04,2024-11-22,16,74,4,False,normal,business,180,80,3500.0,6972.954722887526,5.3999999999999995,4,14000.0,100,False
